1,2,3,4,5,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.001825467,0.001789276,0.001192851,0.001789276,0.001192851,0.000957277
0.038046306,0.047621864,0.047630885,0.047621864,0.047630885,0.035784483
0.135552582,0.244964558,0.241363356,0.244964558,0.241363356,0.1752121
0.271687895,0.452391556,0.396848219,0.452391556,0.396848219,0.280373166
0.47361517,0.570908887,0.546173604,0.570908887,0.546173604,0.480438131
0.729671722,0.8256,0.8256,0.8256,0.8256,0.778180181
0.764261746,0.801612345,0.79958817,0.801612345,0.79958817,0.796255614
0.567051468,0.605714573,0.603330947,0.605714573,0.603330947,0.599858589
0.207996128,0.166066096,0.2182882,0.166066096,0.2182882,0.228903955
0.004443895,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.020761711,0.050784633,0.040821203,0.050784633,0.040821203,0.028481909
0.192598121,0.236201658,0.185477923,0.236201658,0.185477923,0.179777255
0.287937301,0.325073812,0.267044284,0.325073812,0.267044284,0.29330103
0.410101839,0.493828821,0.492376511,0.493828821,0.492376511,0.442001338
0.493219213,0.568202577,0.605498692,0.568202577,0.605498692,0.532937126
0.377758625,0.465779248,0.401953535,0.465779248,0.401953535,0.380280378
0.280435982,0.277871098,0.238539316,0.277871098,0.238539316,0.253581393
0.268243428,0.382242107,0.383592157,0.382242107,0.383592157,0.27864795
0.119110764,0.124326339,0.127578748,0.124326339,0.127578748,0.119313457
0.000756856,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.002206263,0.004355693,0.002903795,0.004355693,0.002903795,0.003092902
0.035076664,0.006053259,0.010640623,0.006053259,0.010640623,0.018942388
0.00855406,0.012476191,0.024952381,0.012476191,0.024952381,0.006238095
0.012169939,0.016869746,0.033580986,0.016869746,0.033580986,0.009141386
0.024612331,0.036826416,0.048919925,0.036826416,0.048919925,0.027341663
0.042543045,0.059883666,0.065352108,0.059883666,0.065352108,0.045168279
0.053861524,0.060885963,0.069550213,0.060885963,0.069550213,0.046516589
0.042502529,0.035623211,0.041737112,0.035623211,0.041737112,0.03602519
0.046158827,0.02295795,0.028365581,0.02295795,0.028365581,0.060995566
7.14E-05,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.034834689,0.054923279,0.057485606,0.054923279,0.057485606,0.042960364
0.160797762,0.29031589,0.290550485,0.29031589,0.290550485,0.226478245
0.312786812,0.494026852,0.459062982,0.494026852,0.459062982,0.394930749
0.460160157,0.649531878,0.655200719,0.649531878,0.655200719,0.572905514
0.54027821,0.642503381,0.605002137,0.642503381,0.605002137,0.629093205
0.59253642,0.776831922,0.76978028,0.776831922,0.76978028,0.741287624
0.595578034,0.747177122,0.747220842,0.747177122,0.747220842,0.733558263
0.374183233,0.322925506,0.39100373,0.322925506,0.39100373,0.429927925
0.178873782,0.228164205,0.239862833,0.228164205,0.239862833,0.235260163
0.001412205,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.089900806,0.112874473,0.115087641,0.112874473,0.115087641,0.0932994
0.331560916,0.343626949,0.343398886,0.343626949,0.343398886,0.342602319
0.554065924,0.603715439,0.604280633,0.603715439,0.604280633,0.601678573
0.773705692,0.8256,0.8256,0.8256,0.8256,0.8256
0.785483774,0.8256,0.8256,0.8256,0.8256,0.8256
0.796425887,0.8256,0.8256,0.8256,0.8256,0.8256
0.802938936,0.8256,0.8256,0.8256,0.8256,0.8256
0.710669252,0.726161032,0.72485592,0.726161032,0.72485592,0.725279259
0.41359374,0.417174476,0.415763532,0.417174476,0.415763532,0.416996019
0.036974382,0,0,0,0,0.018180001
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.044849419,0.006330059,0.012660117,0.006330059,0.012660117,0.043817018
0.16425682,0.044931926,0.084055422,0.044931926,0.084055422,0.171174551
0.328354002,0.344478411,0.408235365,0.344478411,0.408235365,0.350234312
0.524849313,0.679981658,0.59819572,0.679981658,0.59819572,0.590379395
0.679867528,0.8256,0.8256,0.8256,0.8256,0.70643348
0.765823099,0.742859391,0.770439594,0.742859391,0.770439594,0.77191267
0.755547622,0.676950414,0.692597177,0.676950414,0.692597177,0.751275207
0.581832828,0.457985841,0.468732772,0.457985841,0.468732772,0.540341777
0.318380962,0.266447724,0.284579031,0.266447724,0.284579031,0.299084457
0.022939676,0.003488855,0.002325904,0.003488855,0.002325904,0.014689127
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.067057131,0.070599297,0.072402003,0.070599297,0.072402003,0.072631321
0.270019696,0.290795518,0.291835985,0.290795518,0.291835985,0.287213459
0.481404233,0.465421747,0.486084014,0.465421747,0.486084014,0.488680251
0.660364467,0.66828332,0.696799797,0.66828332,0.696799797,0.701980938
0.787747484,0.787625258,0.800283505,0.787625258,0.800283505,0.806612629
0.512487291,0.320981601,0.394853679,0.320981601,0.394853679,0.510077219
0.375532968,0.194079117,0.204271916,0.194079117,0.204271916,0.18623821
0.485242111,0.459163474,0.439170682,0.459163474,0.439170682,0.35282864
0.311755853,0.373781121,0.370962738,0.373781121,0.370962738,0.294591823
0.043777098,0.049835692,0.049255983,0.049835692,0.049255983,0.041978415
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.076349202,0.111944639,0.112568792,0.111944639,0.112568792,0.10845193
0.188501716,0.18927227,0.153947992,0.18927227,0.153947992,0.186241921
0.413500407,0.451685032,0.421379339,0.451685032,0.421379339,0.415621941
0.599208133,0.63234991,0.607597211,0.63234991,0.607597211,0.586720888
0.715504013,0.741048217,0.719524755,0.741048217,0.719524755,0.700369662
0.637349752,0.634781791,0.604613367,0.634781791,0.604613367,0.68917609
0.436666416,0.42421838,0.390821252,0.42421838,0.390821252,0.43690697
0.245021225,0.247470821,0.243765258,0.247470821,0.243765258,0.2206854
0.10773583,0.096325894,0.082495847,0.096325894,0.082495847,0.08959283
0.004287014,0.002081768,0.001528875,0.002081768,0.001528875,0.002078976
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.076082988,0.073054264,0.075092692,0.073054264,0.075092692,0.081101916
0.306033361,0.315105936,0.315568028,0.315105936,0.315568028,0.31703807
0.558146169,0.568338566,0.568996782,0.568338566,0.568996782,0.572084962
0.75742801,0.630314243,0.695123728,0.630314243,0.695123728,0.727957122
0.767442067,0.633762458,0.686809453,0.633762458,0.686809453,0.729681229
0.647553324,0.373944964,0.442151451,0.373944964,0.442151451,0.523627811
0.734412836,0.676397712,0.577255197,0.676397712,0.577255197,0.735767706
0.483849108,0.457971117,0.339655273,0.457971117,0.339655273,0.497410406
0.292384176,0.290134867,0.286745015,0.290134867,0.286745015,0.309705323
0.049064468,0.048850419,0.036044829,0.048850419,0.036044829,0.045461238
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.113476958,0.131549555,0.132134496,0.131549555,0.132134496,0.130431895
0.313683211,0.344358035,0.340860165,0.344358035,0.340860165,0.311306524
0.596924321,0.611773696,0.606587926,0.611773696,0.606587926,0.606690454
0.793045657,0.8256,0.8256,0.8256,0.8256,0.8256
0.784586302,0.8256,0.8256,0.8256,0.8256,0.8256
0.784017043,0.8256,0.8256,0.8256,0.8256,0.8256
0.811491838,0.8256,0.8256,0.8256,0.8256,0.8256
0.722586383,0.764792534,0.757825745,0.764792534,0.757825745,0.698968783
0.441786088,0.450837645,0.446214322,0.450837645,0.446214322,0.449235025
0.085774655,0.080978901,0.060551532,0.080978901,0.060551532,0.071905158
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.123930912,0.138634426,0.139872919,0.138634426,0.139872919,0.143150305
0.324400482,0.348154017,0.34442234,0.348154017,0.34442234,0.345440322
0.60075037,0.612503974,0.606800382,0.612503974,0.606800382,0.608965567
0.820957514,0.8256,0.8256,0.8256,0.8256,0.8256
0.8256,0.8256,0.8256,0.8256,0.8256,0.8256
0.8256,0.8256,0.8256,0.8256,0.8256,0.8256
0.825445611,0.8256,0.8256,0.8256,0.8256,0.8256
0.717210148,0.595488815,0.64525291,0.595488815,0.64525291,0.676492488
0.349497609,0.194136234,0.195572771,0.194136234,0.195572771,0.270297374
0.067203481,0.011752442,0.011740506,0.011752442,0.011740506,0.036568294
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.064501841,0.071809755,0.053716683,0.071809755,0.053716683,0.08394253
0.259675804,0.271484578,0.266900275,0.271484578,0.266900275,0.250406708
0.524034706,0.475821007,0.454892575,0.475821007,0.454892575,0.540867342
0.715860019,0.708773798,0.689377015,0.708773798,0.689377015,0.695701127
0.820080827,0.806282894,0.786965788,0.806282894,0.786965788,0.815941447
0.8256,0.8256,0.8256,0.8256,0.8256,0.8256
0.787338601,0.78531292,0.745025841,0.78531292,0.745025841,0.765572592
0.567420616,0.590238966,0.553768329,0.590238966,0.553768329,0.555239325
0.263412259,0.312276949,0.282674183,0.312276949,0.282674183,0.270005001
0.019164303,0.016890545,0.015474017,0.016890545,0.015474017,0.015905789
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.112220633,0.121187662,0.121661108,0.121187662,0.121661108,0.125681542
0.31159645,0.326382203,0.322427513,0.326382203,0.322427513,0.327072181
0.572830052,0.584745272,0.578753087,0.584745272,0.578753087,0.58573354
0.805573519,0.822146284,0.818692568,0.822146284,0.818692568,0.823873142
0.815954009,0.8256,0.8256,0.8256,0.8256,0.8256
0.8256,0.8256,0.8256,0.8256,0.8256,0.8256
0.816295916,0.795650981,0.805633987,0.795650981,0.805633987,0.81062549
0.696893618,0.664732021,0.594205842,0.664732021,0.594205842,0.656863878
0.443856969,0.429641182,0.425651815,0.429641182,0.425651815,0.432707983
0.085292661,0.026767621,0.02646926,0.026767621,0.02646926,0.064794633
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.149721626,0.155003481,0.157500095,0.155003481,0.157500095,0.159814032
0.333708977,0.331438793,0.332039223,0.331438793,0.332039223,0.334557213
0.599035595,0.588991596,0.588865088,0.588991596,0.588865088,0.594324485
0.8256,0.8256,0.8256,0.8256,0.8256,0.8256
0.8256,0.8256,0.8256,0.8256,0.8256,0.8256
0.8256,0.8256,0.8256,0.8256,0.8256,0.8256
0.8256,0.8256,0.8256,0.8256,0.8256,0.8256
0.766118279,0.749761278,0.74798055,0.749761278,0.74798055,0.752896625
0.469918791,0.455247368,0.453865338,0.455247368,0.453865338,0.458508147
0.132675594,0.128766367,0.127421508,0.128766367,0.127421508,0.131167264
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.047213071,0.098117581,0.095568318,0.098117581,0.095568318,0.054303421
0.120064172,0.101297757,0.111460241,0.101297757,0.111460241,0.151372196
0.260758808,0.301658235,0.305498328,0.301658235,0.305498328,0.298207111
0.335649713,0.38464797,0.354049377,0.38464797,0.354049377,0.360086995
0.282129294,0.210729544,0.214230404,0.210729544,0.214230404,0.288106607
